Season,Tm,Lg,G,W,L,W/L%,MOV,SOS,SRS,Pace,ORtg,DRtg,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,ORB%,FT/FGA
1990-91,NYK*,NBA,82,39,43,0.476,-0.23,-0.2,-0.43,95,107.1,107.3,0.498,15.1,31.1,0.242,0.489,13.4,31.5,0.205
1990-91,ORL,NBA,82,31,51,0.378,-3.98,0.18,-3.79,99.5,105.9,109.9,0.473,14.3,33,0.251,0.493,12.8,31.1,0.26
1990-91,PHI*,NBA,82,44,38,0.537,-0.18,-0.21,-0.39,95.7,107.9,108.1,0.489,13.4,28.1,0.27,0.489,12.5,31.7,0.187
1990-91,PHO*,NBA,82,55,27,0.671,6.55,-0.06,6.49,101,112.6,106.1,0.506,13.5,33,0.287,0.474,13.1,31.5,0.227
1990-91,POR*,NBA,82,63,19,0.768,8.68,-0.21,8.47,100.5,112.8,104.3,0.509,13.4,33.8,0.259,0.473,14.4,29.6,0.25
1990-91,SAC,NBA,82,25,57,0.305,-6.78,0.51,-6.27,94.7,102,109.1,0.468,14.1,28.8,0.226,0.481,14.3,34.4,0.306
1990-91,SAS*,NBA,82,55,27,0.671,4.51,-0.21,4.3,98.6,107.8,103.3,0.494,15.2,33.3,0.269,0.463,13.2,29.7,0.228
1990-91,SEA*,NBA,82,41,41,0.5,1.23,0.08,1.31,96.2,109.7,108.5,0.501,14.8,36.3,0.226,0.503,16,33.8,0.277
1990-91,UTA*,NBA,82,54,28,0.659,3.33,-0.15,3.18,95.3,108.6,105.1,0.503,14.6,27.6,0.298,0.473,13.7,30.8,0.23
1990-91,WSB,NBA,82,30,52,0.366,-4.98,0.14,-4.84,97.5,103,108.1,0.47,14.3,32.2,0.203,0.478,13.1,34,0.242
1991-92,ATL,NBA,82,38,44,0.463,-1.5,0.35,-1.15,97.8,107.3,108.9,0.481,13,33.6,0.203,0.497,13.2,31.7,0.209
1991-92,BOS*,NBA,82,51,31,0.622,3.62,-0.21,3.41,95.8,110.8,107,0.5,12.7,31.9,0.215,0.469,11.9,31.3,0.22
1991-92,CHH,NBA,82,31,51,0.378,-3.9,0.33,-3.57,101.7,107.1,110.9,0.485,13,31.1,0.216,0.51,14.1,34.6,0.222
1991-92,CHI*,NBA,82,67,15,0.817,10.44,-0.37,10.07,94.4,115.5,104.5,0.518,11.8,35.1,0.221,0.476,14.1,30.7,0.219
1991-92,CLE*,NBA,82,57,25,0.695,5.45,-0.11,5.34,95,113.9,108.2,0.506,11.8,30.5,0.259,0.483,12.3,33.5,0.174
1991-92,DAL,NBA,82,22,60,0.268,-7.65,0.18,-7.47,94.4,103,111.1,0.458,13.1,31.2,0.211,0.483,11.5,32.2,0.259
1991-92,DEN,NBA,82,24,58,0.293,-7.87,0.28,-7.59,98.6,100.7,108.6,0.451,14.9,34.8,0.207,0.494,14.7,32,0.279
1991-92,DET*,NBA,82,48,34,0.585,2.04,0.01,2.06,91.6,107.5,105.3,0.477,13.5,34.9,0.228,0.468,12.5,31.5,0.204
1991-92,GSW*,NBA,82,55,27,0.671,3.9,-0.14,3.77,103.4,113.6,109.9,0.524,13.6,31.8,0.262,0.499,14.9,35.8,0.256
1991-92,HOU,NBA,82,42,40,0.512,-1.72,-0.22,-1.94,95.1,106.2,108,0.499,15,30.9,0.216,0.477,12.5,33.6,0.209
1991-92,IND*,NBA,82,40,42,0.488,1.89,-0.04,1.85,99,111.7,109.9,0.518,14.7,31.8,0.264,0.483,12.8,32.6,0.27
1991-92,LAC*,NBA,82,45,37,0.549,1.07,0.03,1.1,96.5,105.8,104.7,0.483,13.6,31.6,0.226,0.475,14.9,32.5,0.244
1991-92,LAL*,NBA,82,43,39,0.524,-1.1,0.15,-0.95,92.5,107.7,108.9,0.465,12,32.7,0.25,0.493,13.8,36,0.187
1991-92,MIA*,NBA,82,38,44,0.463,-4.21,0.27,-3.94,97.7,106.7,110.9,0.479,14.6,33,0.26,0.508,13.9,32.4,0.235
1991-92,MIL,NBA,82,31,51,0.378,-1.71,0.26,-1.46,95.5,108.8,110.6,0.486,14.2,35.9,0.221,0.514,15.3,35,0.237
1991-92,MIN,NBA,82,15,67,0.183,-7.05,0.2,-6.85,95.1,105,112.4,0.467,12.4,31.5,0.188,0.497,13,37.7,0.244
1991-92,NJN*,NBA,82,40,42,0.488,-1.7,0.15,-1.54,98,107,108.7,0.473,14.1,39.1,0.194,0.488,14.1,33.7,0.247
1991-92,NYK*,NBA,82,51,31,0.622,3.89,-0.22,3.67,92.9,108.3,104.2,0.491,13.7,34.6,0.216,0.471,14,28.9,0.248
1991-92,ORL,NBA,82,21,61,0.256,-6.91,0.4,-6.52,98,103.5,110.5,0.467,14.6,32.4,0.238,0.502,13.5,32.2,0.26
1991-92,PHI,NBA,82,35,47,0.427,-1.27,-0.07,-1.34,93.7,108.3,109.7,0.488,13.8,30.9,0.26,0.496,13,33.6,0.192
1991-92,PHO*,NBA,82,53,29,0.646,5.94,-0.26,5.68,99.4,112.1,106.2,0.508,13.1,31.7,0.258,0.471,13,32.3,0.223
1991-92,POR*,NBA,82,57,25,0.695,7.27,-0.33,6.94,99,111.4,104.2,0.495,13.6,35.6,0.253,0.471,14.3,30.1,0.251
1991-92,SAC,NBA,82,29,53,0.354,-6.06,0.44,-5.63,99.6,103.9,109.9,0.482,14.3,28.5,0.225,0.493,13.9,35.8,0.233
1991-92,SAS*,NBA,82,47,35,0.573,3.32,-0.51,2.81,96.2,107.5,104.1,0.485,13.9,34.2,0.233,0.469,13.5,30.2,0.224
1991-92,SEA*,NBA,82,47,35,0.573,1.88,-0.02,1.86,95.4,110.7,108.8,0.489,14,36.5,0.249,0.491,14.2,33.2,0.269
1991-92,UTA*,NBA,82,55,27,0.671,6.39,-0.69,5.7,95.5,112.2,105.6,0.504,13.7,32.7,0.286,0.475,13,31.1,0.214
1991-92,WSB,NBA,82,25,57,0.305,-4.46,0.11,-4.35,97.7,103.9,108.4,0.471,13.3,28.9,0.208,0.493,14,33.8,0.235
1992-93,ATL*,NBA,82,43,39,0.524,-0.87,0.2,-0.67,97.6,109.3,110.2,0.493,14,34.8,0.227,0.516,14.6,31.5,0.224
1992-93,BOS*,NBA,82,48,34,0.585,0.89,0.04,0.93,94.9,108.7,107.8,0.495,12.9,31.2,0.21,0.479,12.9,31,0.251
1992-93,CHH*,NBA,82,44,38,0.537,-0.24,0.22,-0.02,100.2,109.5,109.7,0.499,13.8,31.3,0.254,0.487,12.6,35,0.201
1992-93,CHI*,NBA,82,57,25,0.695,6.29,-0.1,6.19,92.5,112.9,106.1,0.499,12,36.3,0.199,0.493,15.4,31.3,0.239
1992-93,CLE*,NBA,82,54,28,0.659,6.45,-0.15,6.3,94.8,112.7,106,0.518,12.5,28.1,0.247,0.482,13.1,30.9,0.185
1992-93,DAL,NBA,82,11,71,0.134,-15.2,0.52,-14.68,99.5,99.5,114.7,0.455,15.1,31.1,0.21,0.519,13.5,31.9,0.347
1992-93,DEN,NBA,82,36,46,0.439,-1.74,-0.4,-2.14,99.8,104.6,106.3,0.47,14.5,33.6,0.245,0.476,13.9,31.1,0.263
1992-93,DET,NBA,82,40,42,0.488,-1.39,0.29,-1.1,93.2,107.4,108.9,0.473,12.5,34.6,0.198,0.5,13.5,32.2,0.212
1992-93,GSW,NBA,82,34,48,0.415,-0.99,0.05,-0.94,99.5,109.2,110.2,0.502,14.9,34.2,0.245,0.501,14,33,0.261
1992-93,HOU*,NBA,82,55,27,0.671,4.23,-0.66,3.57,94.4,109.6,105.2,0.515,14.5,30,0.235,0.474,13.4,31.5,0.201
1992-93,IND*,NBA,82,41,41,0.5,1.7,0.08,1.77,96,111.9,110.1,0.498,13.5,34.2,0.262,0.485,12.7,32.6,0.281
1992-93,LAC*,NBA,82,41,41,0.5,0.35,-0.03,0.33,99.1,107.4,107.1,0.493,13.9,32.7,0.213,0.489,15.1,33.3,0.263
1992-93,LAL*,NBA,82,39,43,0.476,-1.27,0.06,-1.2,96.2,107.6,108.9,0.486,13.7,31.4,0.249,0.5,14.3,33.6,0.215
1992-93,MIA,NBA,82,36,46,0.439,-1.15,0.21,-0.93,94.6,107.7,108.9,0.481,13.9,31.9,0.279,0.495,14.2,30.2,0.274
1992-93,MIL,NBA,82,28,54,0.341,-3.73,0.47,-3.26,96.1,106.2,110.1,0.495,14.8,30.5,0.223,0.502,15.7,37.5,0.266
1992-93,MIN,NBA,82,19,63,0.232,-7.78,0.16,-7.62,93.8,103.6,111.8,0.479,15.9,28.7,0.275,0.503,13.5,33.7,0.269
1992-93,NJN*,NBA,82,43,39,0.524,1.26,-0.05,1.2,96,106.5,105.2,0.473,14.4,35.5,0.244,0.48,14.1,30.5,0.24
1992-93,NYK*,NBA,82,60,22,0.732,6.16,-0.29,5.87,94.5,106.1,99.7,0.479,14.1,33.1,0.249,0.444,14.9,27.9,0.294
1992-93,ORL,NBA,82,41,41,0.5,1.32,0.03,1.35,96.3,108.5,107.1,0.509,15.5,31.4,0.271,0.473,11.9,31.2,0.232
1992-93,PHI,NBA,82,26,56,0.317,-5.77,0.51,-5.25,98.5,104.6,110.4,0.479,14.4,28.1,0.251,0.504,13.3,34.1,0.188
1992-93,PHO*,NBA,82,62,20,0.756,6.66,-0.39,6.27,99.8,113.3,106.7,0.521,14.2,33,0.27,0.496,13.9,30.8,0.206
1992-93,POR*,NBA,82,51,31,0.622,3.11,-0.19,2.92,99.1,108.3,105.2,0.476,12.6,32.7,0.259,0.488,14.8,29,0.237
1992-93,SAC,NBA,82,25,57,0.305,-3.17,0.17,-3,100.8,106.5,109.6,0.481,14.1,30.7,0.257,0.502,15.1,33.3,0.292
1992-93,SAS*,NBA,82,49,33,0.598,2.67,-0.46,2.21,95.4,109.6,106.8,0.507,13.6,27.8,0.265,0.477,12.3,29.9,0.221
1992-93,SEA*,NBA,82,55,27,0.671,7.07,-0.42,6.66,96,112.3,104.9,0.502,13.5,35.5,0.241,0.489,16.4,32.3,0.26
1992-93,UTA*,NBA,82,47,35,0.573,2.17,-0.43,1.74,96.5,109.6,107.4,0.498,13.8,31,0.279,0.487,13.9,31.3,0.25
1992-93,WSB,NBA,82,22,60,0.268,-7.04,0.55,-6.49,97.7,103.6,110.8,0.48,14.2,28.8,0.223,0.51,13.6,32.9,0.219
1993-94,ATL*,NBA,82,57,25,0.695,5.27,-0.33,4.94,94.2,107.2,101.7,0.48,13.6,34.6,0.221,0.475,16,32.3,0.185
1993-94,BOS,NBA,82,32,50,0.39,-4.28,0.01,-4.28,95.6,104.2,108.7,0.482,13.5,29.3,0.207,0.494,13.7,32.2,0.238
1993-94,CHH,NBA,82,41,41,0.5,-0.22,-0.01,-0.23,97.5,108.4,108.6,0.5,13.6,29.2,0.23,0.492,13.2,33,0.205
1993-94,CHI*,NBA,82,55,27,0.671,3.09,-0.22,2.87,91.9,106.1,102.7,0.493,14.6,33.8,0.192,0.482,15.3,29.2,0.225
1993-94,CLE*,NBA,82,47,35,0.573,4.02,-0.39,3.64,91.7,109.4,105.1,0.487,12.8,31.8,0.258,0.484,14.5,31,0.215
1993-94,DAL,NBA,82,13,69,0.159,-8.7,0.5,-8.19,94.5,100.4,109.6,0.449,15,33.7,0.205,0.513,15.8,33.9,0.283
1993-94,DEN*,NBA,82,42,40,0.512,1.49,0.05,1.54,96.1,103.9,102.3,0.478,15.3,32.2,0.256,0.453,13.4,30.4,0.252
1993-94,DET,NBA,82,20,62,0.244,-7.78,0.33,-7.46,94.2,102.7,110.9,0.477,13.7,28.4,0.179,0.493,12.8,33.9,0.262
1993-94,GSW*,NBA,82,50,32,0.61,1.74,0.01,1.76,99.1,108.3,106.5,0.512,14.9,32.9,0.214,0.488,14.7,35.6,0.21
1993-94,HOU*,NBA,82,58,24,0.707,4.32,-0.12,4.19,95,105.9,101.4,0.507,15,27.6,0.218,0.458,13.3,30.3,0.192
1993-94,IND*,NBA,82,47,35,0.573,3.45,-0.19,3.26,93.3,107.8,104.2,0.5,16,34.4,0.27,0.471,14.9,32,0.267
1993-94,LAC,NBA,82,27,55,0.329,-5.72,0.44,-5.28,99.6,102.9,108.6,0.484,15.4,30.4,0.211,0.494,14,35.9,0.213
1993-94,LAL,NBA,82,33,49,0.402,-4.29,0.36,-3.93,95.5,104.8,109.3,0.466,12.8,33.2,0.193,0.492,14.3,36.8,0.24
1993-94,MIA*,NBA,82,42,40,0.512,2.67,-0.27,2.4,93.8,109.5,106.7,0.488,14.3,35.3,0.253,0.479,14.5,30.9,0.284
1993-94,MIL,NBA,82,20,62,0.244,-6.48,0.24,-6.24,94.5,102.5,109.3,0.471,14.7,31.1,0.225,0.513,15.7,33.5,0.254
1993-94,MIN,NBA,82,20,62,0.244,-6.93,0.38,-6.55,94.7,101.9,109.2,0.471,16.4,30.1,0.272,0.488,12.8,32,0.259
1993-94,NJN*,NBA,82,45,37,0.549,2.2,-0.08,2.11,95.5,107.2,104.9,0.461,12.7,34,0.267,0.475,13.5,30.9,0.212
1993-94,NYK*,NBA,82,57,25,0.695,6.99,-0.5,6.48,92.8,105.7,98.2,0.483,15.1,34.4,0.232,0.451,16,28.6,0.261
1993-94,ORL*,NBA,82,50,32,0.61,3.89,-0.21,3.68,95.2,110.8,106.7,0.514,14.4,33.8,0.231,0.479,13.3,33.7,0.214
1993-94,PHI,NBA,82,25,57,0.305,-7.62,0.25,-7.37,95.7,101.7,109.7,0.478,15,28,0.221,0.502,12.8,33.4,0.177
1993-94,PHO*,NBA,82,56,26,0.683,4.84,-0.17,4.68,96.7,111.7,106.8,0.509,13.9,35.2,0.236,0.493,13.5,30.7,0.202
1993-94,POR*,NBA,82,47,35,0.573,2.63,-0.04,2.6,98.8,108.1,105.5,0.472,12.5,34.4,0.24,0.49,14.8,29.2,0.235
1993-94,SAC,NBA,82,28,54,0.341,-5.77,0.44,-5.32,97.5,103.3,109.2,0.471,14.2,30.4,0.239,0.499,14.2,33.6,0.252
1993-94,SAS*,NBA,82,55,27,0.671,5.26,-0.21,5.05,90.1,110.4,104.6,0.494,13.6,35.6,0.239,0.467,11.7,29.5,0.196
1993-94,SEA*,NBA,82,63,19,0.768,9.09,-0.41,8.68,95.1,111.1,101.5,0.501,13.7,34.4,0.256,0.479,18.2,32.7,0.272
1993-94,UTA*,NBA,82,53,29,0.646,4.22,-0.12,4.1,93.1,108.6,104.1,0.49,13.3,31.3,0.262,0.469,14.6,31.6,0.267
1993-94,WSB,NBA,82,24,58,0.293,-7.38,0.25,-7.13,95.9,104.5,112.2,0.484,15.3,31.2,0.237,0.526,14,33.8,0.206
1994-95,ATL*,NBA,82,42,40,0.512,1.28,-0.22,1.06,89.8,106.6,105.2,0.487,13.9,31.6,0.211,0.495,15.6,31.6,0.215
1994-95,BOS*,NBA,82,35,47,0.427,-1.88,-0.04,-1.92,94,108.6,110.6,0.491,14.3,33.1,0.249,0.512,13.6,31.4,0.235
1994-95,CHH*,NBA,82,50,32,0.61,3.28,-0.41,2.87,91.2,109.6,106.1,0.517,14.3,26,0.247,0.485,13.8,31.5,0.202
1994-95,CHI*,NBA,82,47,35,0.573,4.83,-0.51,4.32,92,109.5,104.3,0.509,14.5,32.9,0.224,0.488,16.7,31.8,0.263
1994-95,CLE*,NBA,82,43,39,0.524,0.62,-0.07,0.55,84.8,105.3,104.6,0.472,14.2,31.8,0.241,0.493,15,27.6,0.224
1994-95,DAL,NBA,82,36,46,0.439,-2.9,0.51,-2.39,94.7,107.6,110.6,0.466,13.9,38.9,0.221,0.519,13.7,30.2,0.208
1994-95,DEN*,NBA,82,41,41,0.5,0.84,0.11,0.96,91.5,109.1,108.2,0.511,15.6,32,0.263,0.487,13.2,29.8,0.257
1994-95,DET,NBA,82,28,54,0.341,-7.29,0.21,-7.08,93.2,105.1,112.9,0.499,15,28.3,0.217,0.51,14.2,34.2,0.299
1994-95,GSW,NBA,82,26,56,0.317,-5.41,0.51,-4.9,97.9,106.7,112.2,0.508,15.9,30.3,0.245,0.522,13.9,33.5,0.216
1994-95,HOU*,NBA,82,47,35,0.573,2.12,0.2,2.32,94.2,109.7,107.4,0.529,15,26.9,0.232,0.489,13.9,32.3,0.199
1994-95,IND*,NBA,82,52,30,0.634,3.7,-0.34,3.35,90,109.6,105.6,0.507,15.5,32.8,0.287,0.493,15.8,31.4,0.237
1994-95,LAC,NBA,82,17,65,0.207,-9.16,0.73,-8.43,94.3,101.5,111.1,0.468,14.6,29.6,0.214,0.526,16.6,34.3,0.29
1994-95,LAL*,NBA,82,48,34,0.585,-0.22,0.21,-0.01,95.2,109.1,109.4,0.5,13.4,31.3,0.215,0.5,14.8,35.6,0.224
1994-95,MIA,NBA,82,32,50,0.39,-1.63,-0.21,-1.85,92.9,108.2,109.9,0.499,14.4,31.7,0.233,0.51,14.9,31.3,0.264
1994-95,MIL,NBA,82,34,48,0.415,-4.37,0.07,-4.3,92.7,106.2,110.9,0.496,15.5,31.3,0.244,0.53,15.3,31.7,0.23
1994-95,MIN,NBA,82,21,61,0.256,-9,0.78,-8.22,91.4,102.6,112.4,0.475,16.2,27.7,0.293,0.51,14.8,35.9,0.28
1994-95,NJN,NBA,82,30,52,0.366,-3.13,-0.14,-3.28,92.3,105.2,108.6,0.467,14.4,33.3,0.26,0.493,12.4,29.1,0.217
1994-95,NYK*,NBA,82,55,27,0.671,3.11,-0.33,2.78,91.2,107.2,103.8,0.508,15.1,28.6,0.243,0.468,14.4,29.2,0.281
1994-95,ORL*,NBA,82,57,25,0.695,7.06,-0.62,6.44,95.1,115.1,107.8,0.539,14,34,0.239,0.49,13.3,31.6,0.22
1994-95,PHI,NBA,82,24,58,0.293,-5.07,0.01,-5.06,91,104.1,109.7,0.475,15.3,32.3,0.238,0.5,14.6,33.9,0.235
1994-95,PHO*,NBA,82,59,23,0.72,3.88,-0.02,3.86,95.9,114.5,110.4,0.524,12.7,29.7,0.255,0.515,14,30.2,0.228
1994-95,POR*,NBA,82,44,38,0.537,3.82,-0.02,3.8,93.8,109.7,105.7,0.483,13,37.1,0.218,0.491,14.8,26.5,0.277
1994-95,SAC,NBA,82,39,43,0.476,-1,0.26,-0.74,92.3,105.5,106.5,0.496,16.2,32.1,0.255,0.481,15,33,0.28
1994-95,SAS*,NBA,82,62,20,0.756,5.96,-0.06,5.9,94.6,111.7,105.4,0.516,13.8,30.9,0.275,0.485,13,27.7,0.214
1994-95,SEA*,NBA,82,57,25,0.695,8.18,-0.27,7.91,95.5,114.8,106.3,0.527,14.1,32.6,0.288,0.492,16.1,31.3,0.278
1994-95,UTA*,NBA,82,60,22,0.732,7.99,-0.23,7.76,92.6,114.3,105.7,0.535,14.8,29.1,0.306,0.496,15.5,27.5,0.292
